Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total,Suma_Tecnologías,KPI_Crecimiento_ADSL,KPI_Crecimiento_Cablemodem,KPI_Crecimiento_Fibra óptica,KPI_Crecimiento_Wireless,KPI_Crecimiento_Otros,Cumple_Meta_5%_ADSL,Cumple_Meta_5%_Cablemodem,Cumple_Meta_5%_Fibra óptica,Cumple_Meta_5%_Wireless,Cumple_Meta_5%_Otros
2021,1,Capital Federal,159805.0,1145093.0,39980.0,5559.0,29236.0,1379673.0,1379673.0,-1.9961977186311763,0.22450215662110917,0.22562045625469374,15.451713395638622,-0.0034203235626084627,False,False,False,True,False
2021,2,Capital Federal,148989.0,1175097.0,41318.0,5580.0,29371.0,1400355.0,1400355.0,-6.768248803228937,2.6202238595467886,3.3466733366683377,0.37776578521315773,0.46175947462032685,False,False,False,False,False
2021,3,Capital Federal,142902.0,1192107.0,42966.0,6059.0,29371.0,1413405.0,1413405.0,-4.085536516118637,1.4475400754150547,3.9885764073769314,8.584229390680997,0.0,False,False,False,True,False
2021,4,Capital Federal,111360.0,1205128.0,60005.0,5679.0,29947.0,1412119.0,1412119.0,-22.072469244657178,1.0922677242898526,39.65693804403483,-6.271661990427468,1.9611181097000552,False,False,True,False,False
2022,1,Capital Federal,102290.0,1217225.0,62308.0,5784.0,29934.0,1417541.0,1417541.0,-8.144755747126442,1.0037937878798031,3.8380134988750925,1.8489170628631868,-0.04341002437640018,False,False,False,False,False
2022,2,Capital Federal,145491.0,1232226.0,121506.0,5757.0,31791.0,1536771.0,1536771.0,42.23384495063056,1.2323933537349285,95.00866662386854,-0.4668049792531104,6.20364802565645,True,False,True,False,True
2022,3,Capital Federal,140791.0,1240125.0,129218.0,5758.0,31787.0,1547679.0,1547679.0,-3.2304403708820484,0.6410350049422808,6.347011670205593,0.017370158068441555,-0.012582177345787926,False,False,True,False,False
2022,4,Capital Federal,138753.0,1238196.0,138548.0,4603.0,31826.0,1551926.0,1551926.0,-1.4475357089586693,-0.1555488358028434,7.220356297110309,-20.059048280653002,0.12269166640450635,False,False,True,False,False
2023,1,Capital Federal,132149.0,1223930.0,156222.0,4605.0,31823.0,1548729.0,1548729.0,-4.7595367307373575,-1.152160078049036,12.756589773941162,0.04344992396263514,-0.009426255262989791,False,False,True,False,False
2023,2,Capital Federal,68348.0,1218631.0,136295.0,4504.0,29900.0,1457678.0,1457678.0,-48.279593489167524,-0.432949596790666,-12.755565797390888,-2.1932681867535275,-6.042799233258966,False,False,False,False,False
2023,3,Capital Federal,60765.0,1205339.0,167428.0,4629.0,29823.0,1467984.0,1467984.0,-11.094691871013051,-1.0907321412306104,22.842363989874915,2.7753108348135047,-0.2575250836120424,False,False,True,False,False
2023,4,Capital Federal,58700.0,1198835.0,182520.0,4492.0,29820.0,1474367.0,1474367.0,-3.3983378589648616,-0.5395992330788246,9.014023938648252,-2.959602505940806,-0.010059350165980696,False,False,True,False,False
2024,1,Capital Federal,70108.0,1177475.0,203756.0,4493.0,48879.0,1504711.0,1504711.0,19.434412265758084,-1.7817297626445683,11.63488932719703,0.02226179875333134,63.91348088531188,True,False,True,False,True
2024,2,Capital Federal,54102.0,1144781.0,230402.0,4493.0,29821.0,1463599.0,1463599.0,-22.830490100987046,-2.7766194611350548,13.077406309507445,0.0,-38.99015937314593,False,False,True,False,False
2014,1,Catamarca,24126.0,46.0,17.0,0.0,43.0,24232.0,24232.0,-55.406454474880775,-99.9959817641977,-99.99262159182646,-100.0,-99.85580631098891,False,False,False,False,False
2014,2,Catamarca,24380.0,243.0,17.0,0.0,43.0,24683.0,24683.0,1.0528061013014955,428.2608695652174,0.0,,0.0,False,True,False,False,False
2014,3,Catamarca,24380.0,244.0,15.0,0.0,47.0,24686.0,24686.0,0.0,0.4115226337448652,-11.764705882352944,,9.302325581395344,False,False,False,False,True
2014,4,Catamarca,25192.0,241.0,16.0,0.0,44.0,25493.0,25493.0,3.33059885151763,-1.2295081967213073,6.666666666666665,,-6.382978723404253,False,False,True,False,False
2015,1,Catamarca,25033.0,241.0,16.0,1.0,41.0,25332.0,25332.0,-0.6311527469037737,0.0,0.0,inf,-6.818181818181824,False,False,False,True,False
2015,2,Catamarca,25387.0,242.0,15.0,1.0,34.0,25679.0,25679.0,1.414133343985946,0.4149377593360981,-6.25,0.0,-17.07317073170732,False,False,False,False,False
2015,3,Catamarca,25801.0,242.0,15.0,1.0,34.0,26093.0,26093.0,1.6307558986883075,0.0,0.0,0.0,0.0,False,False,False,False,False
2015,4,Catamarca,26180.0,242.0,15.0,1.0,34.0,26472.0,26472.0,1.4689353125847848,0.0,0.0,0.0,0.0,False,False,False,False,False
2016,1,Catamarca,26096.0,243.0,15.0,1.0,34.0,26389.0,26389.0,-0.3208556149732589,0.4132231404958775,0.0,0.0,0.0,False,False,False,False,False
2016,2,Catamarca,26262.0,245.0,14.0,1.0,34.0,26556.0,26556.0,0.6361128142243988,0.8230452674897082,-6.666666666666665,0.0,0.0,False,False,False,False,False
2016,3,Catamarca,26689.0,248.0,14.0,1.0,18.0,26970.0,26970.0,1.6259233874038603,1.2244897959183598,0.0,0.0,-47.05882352941176,False,False,False,False,False
2016,4,Catamarca,26735.0,250.0,14.0,1.0,34.0,27034.0,27034.0,0.17235565214133164,0.8064516129032251,0.0,0.0,88.88888888888889,False,False,False,False,True
2017,1,Catamarca,26020.0,248.0,14.0,1.0,34.0,26317.0,26317.0,-2.6743968580512423,-0.8000000000000007,0.0,0.0,0.0,False,False,False,False,False
2017,2,Catamarca,26401.0,255.0,14.0,1.0,34.0,26705.0,26705.0,1.464258262874707,2.822580645161299,0.0,0.0,0.0,False,False,False,False,False
2017,3,Catamarca,26873.0,4411.0,12.0,1.0,2181.0,33478.0,33478.0,1.7878110677625791,1629.8039215686274,-14.28571428571429,0.0,6314.7058823529405,False,True,False,False,True
2017,4,Catamarca,27083.0,263.0,11.0,1.0,2200.0,29558.0,29558.0,0.7814535035165493,-94.0376331897529,-8.333333333333337,0.0,0.8711600183402002,False,False,False,False,False
2018,1,Catamarca,27300.0,4415.0,15.0,1.0,2214.0,33945.0,33945.0,0.801240630653921,1578.7072243346006,36.36363636363635,0.0,0.6363636363636349,False,True,True,False,False
2018,2,Catamarca,27444.0,4415.0,15.0,1.0,2214.0,34089.0,34089.0,0.5274725274725167,0.0,0.0,0.0,0.0,False,False,False,False,False
2018,3,Catamarca,27553.0,4443.0,15.0,1.0,2214.0,34226.0,34226.0,0.3971724238449159,0.6342015855039573,0.0,0.0,0.0,False,False,False,False,False
2018,4,Catamarca,26912.0,4443.0,16.0,0.0,2212.0,33583.0,33583.0,-2.326425434616919,0.0,6.666666666666665,-100.0,-0.09033423667570428,False,False,True,False,False
2019,1,Catamarca,26912.0,4443.0,16.0,0.0,2251.0,33622.0,33622.0,0.0,0.0,0.0,,1.7631103074140952,False,False,False,False,False
2019,2,Catamarca,25682.0,5543.0,13.0,146.0,2251.0,33635.0,33635.0,-4.570451843043999,24.758046365068644,-18.75,inf,0.0,False,True,False,True,False
2019,3,Catamarca,24349.0,5543.0,13.0,244.0,2251.0,32400.0,32400.0,-5.190405731640835,0.0,0.0,67.12328767123287,0.0,False,False,False,True,False
2019,4,Catamarca,22999.0,3318.0,9506.0,261.0,2227.0,38311.0,38311.0,-5.544375539036506,-40.14071802273137,73023.07692307692,6.9672131147541005,-1.0661928031985735,False,False,True,True,False
2020,1,Catamarca,21945.0,3146.0,12056.0,261.0,2227.0,39635.0,39635.0,-4.582807948171663,-5.183845690174804,26.825163054912693,0.0,0.0,False,False,True,False,False
2020,2,Catamarca,26968.0,3641.0,14878.0,261.0,2228.0,47976.0,47976.0,22.889040783777624,15.73426573426573,23.40743198407431,0.0,0.04490345756622549,True,True,True,False,False
2020,3,Catamarca,26868.0,3690.0,16857.0,261.0,2228.0,49904.0,49904.0,-0.37080984870958567,1.3457841252403124,13.301519021373842,0.0,0.0,False,False,True,False,False
2020,4,Catamarca,26870.0,5115.0,17856.0,322.0,2233.0,52396.0,52396.0,0.007443799315165478,38.617886178861795,5.9263214095034655,23.37164750957854,0.2244165170556478,False,True,True,True,False
2021,1,Catamarca,26316.0,4409.0,18688.0,322.0,2233.0,51968.0,51968.0,-2.061778935615932,-13.802541544477032,4.659498207885315,0.0,0.0,False,False,False,False,False
2021,2,Catamarca,20305.0,9426.0,22331.0,1449.0,2233.0,55744.0,55744.0,-22.841617267061864,113.78997505103197,19.49379280821917,350.0,0.0,False,True,True,True,False
2021,3,Catamarca,18413.0,11709.0,22331.0,1568.0,2233.0,56254.0,56254.0,-9.317901994582611,24.22024188415022,0.0,8.212560386473422,0.0,False,True,False,True,False
2021,4,Catamarca,16385.0,13858.0,25100.0,1512.0,2235.0,59090.0,59090.0,-11.01395753000597,18.353403364932962,12.399802964488838,-3.57142857142857,0.0895656068069961,False,True,True,False,False
2022,1,Catamarca,14181.0,15517.0,29118.0,1328.0,2234.0,62378.0,62378.0,-13.451327433628324,11.9714244479723,16.007968127490035,-12.169312169312175,-0.04474272930649059,False,True,True,False,False
2022,2,Catamarca,11928.0,9430.0,42087.0,1329.0,2234.0,67008.0,67008.0,-15.887455045483389,-39.22794354578849,44.53946012775602,0.07530120481926694,0.0,False,False,True,False,False
2022,3,Catamarca,10010.0,10495.0,46224.0,1329.0,2235.0,70293.0,70293.0,-16.079812206572775,11.293743372216337,9.829638605745238,0.0,0.044762757385852225,False,True,True,False,False
2022,4,Catamarca,8952.0,10998.0,47337.0,1379.0,2243.0,70909.0,70909.0,-10.56943056943057,4.7927584564078085,2.407840083073731,3.7622272385252176,0.35794183445190253,False,False,False,False,False
2023,1,Catamarca,6980.0,10655.0,50230.0,1384.0,2243.0,71492.0,71492.0,-22.028596961572834,-3.11874886342971,6.11149840505314,0.36258158085569203,0.0,False,False,True,False,False
2023,2,Catamarca,7637.0,10700.0,53177.0,1384.0,92.0,72990.0,72990.0,9.412607449856726,0.4223369310182967,5.867011745968553,0.0,-95.8983504235399,True,False,True,False,False
2023,3,Catamarca,7164.0,11066.0,54650.0,1384.0,91.0,74355.0,74355.0,-6.193531491423332,3.420560747663548,2.769994546514476,0.0,-1.0869565217391353,False,False,False,False,False
2023,4,Catamarca,6669.0,11016.0,55437.0,1384.0,81.0,74587.0,74587.0,-6.909547738693467,-0.4518344478583014,1.4400731930466648,0.0,-10.989010989010994,False,False,False,False,False
2024,1,Catamarca,5901.0,11025.0,56542.0,1384.0,81.0,74933.0,74933.0,-11.515969410706251,0.08169934640522847,1.9932536031892045,0.0,0.0,False,False,False,False,False
2024,2,Catamarca,4951.0,10303.0,58355.0,1384.0,81.0,75074.0,75074.0,-16.098966276902217,-6.54875283446712,3.2064659898836334,0.0,0.0,False,False,False,False,False
2014,1,Chaco,52971.0,9497.0,30.0,0.0,58.0,62556.0,62556.0,969.9050696828923,-7.822964185188786,-99.94859052351983,-100.0,-28.395061728395067,True,False,False,False,False
2014,2,Chaco,53321.0,9870.0,30.0,0.0,58.0,63279.0,63279.0,0.6607388948669968,3.927556070338012,0.0,,0.0,False,False,False,False,False
2014,3,Chaco,53321.0,10336.0,29.0,1.0,59.0,63746.0,63746.0,0.0,4.721377912867264,-3.3333333333333326,inf,1.724137931034475,False,False,False,True,False
2014,4,Chaco,55024.0,10918.0,31.0,0.0,62.0,66035.0,66035.0,3.1938635809531046,5.630804953560364,6.896551724137923,-100.0,5.084745762711873,False,True,True,False,True
2015,1,Chaco,54952.0,26161.0,164.0,27.0,56.0,81360.0,81360.0,-0.13085199185809415,139.61348232276976,429.0322580645161,inf,-9.677419354838712,False,True,True,True,False
2015,2,Chaco,55767.0,27809.0,179.0,52.0,41.0,83848.0,83848.0,1.4831125345756258,6.299453384809439,9.146341463414643,92.59259259259258,-26.785714285714292,False,True,True,True,False
2015,3,Chaco,56282.0,28809.0,186.0,52.0,41.0,85370.0,85370.0,0.9234852152706807,3.5959581430472065,3.910614525139655,0.0,0.0,False,False,False,False,False
2015,4,Chaco,56818.0,29456.0,186.0,52.0,41.0,86553.0,86553.0,0.9523471092000912,2.2458259571661587,0.0,0.0,0.0,False,False,False,False,False
2016,1,Chaco,56353.0,29994.0,211.0,52.0,41.0,86651.0,86651.0,-0.8184026188883808,1.826453014665952,13.440860215053775,0.0,0.0,False,False,True,False,False
2016,2,Chaco,56112.0,31825.0,221.0,52.0,41.0,88251.0,88251.0,-0.42766134899649977,6.10455424418217,4.739336492891,0.0,0.0,False,True,False,False,False
