Año,Trimestre,Total,Provincia,Accesos por cada 100 hab,Población,KPI Penetración,Incremento (%),Cumple Incremento
2019,4,8793181,Chubut,15.6771711859264,56089079.43732701,15.677171185926401,7.521738989235249,True
2020,1,8812426,Chubut,15.7151397399492,56076026.9766999,15.7151397399492,0.24219008373707052,False
2020,2,9031056,Chubut,17.5779234120481,51377263.33367692,17.5779234120481,11.853433713755335,True
2020,3,9356199,Chubut,20.9487153048533,44662399.88393178,20.9487153048533,19.176280461518136,True
2020,4,9571562,Chubut,20.9508711746216,45685747.004135616,20.9508711746216,0.010291178895349695,False
2021,1,9647972,Chubut,21.1478383150763,45621551.74565505,21.1478383150763,0.940138187157058,False
2021,2,9863084,Chubut,22.1597817714202,44508940.12286965,22.1597817714202,4.7850917018903205,True
2021,3,10085541,Chubut,24.7383755028802,40768808.76363841,24.7383755028802,11.636367894135358,True
2021,4,10489794,Chubut,25.309325144657,41446359.94853652,25.309325144656995,2.3079512303074257,False
2022,1,10624009,Chubut,26.9887596631044,39364569.29706108,26.9887596631044,6.635635319584754,True
2022,2,10958684,Chubut,25.4999193362706,42975367.31581961,25.499919336270597,-5.516520008398739,False
2022,3,11091128,Chubut,25.86,42889126.06341841,25.86,1.4120855010597344,False
2022,4,11208114,Chubut,26.23,42730133.434998095,26.229999999999997,1.4307811291569994,False
2023,1,11241895,Chubut,26.32,42712367.0212766,26.32,0.3431185665268899,False
2023,2,11251897,Chubut,25.28,44509086.23417721,25.28,-3.951367781155013,False
2023,3,11406908,Chubut,25.82,44178574.74825717,25.82,2.136075949367089,False
2023,4,11547661,Chubut,26.04,44345856.37480799,26.039999999999996,0.8520526723470034,False
2024,1,11633156,Chubut,26.02,44708516.52574942,26.02,-0.07680491551457225,False
2024,2,11556107,Chubut,26.46,43673873.771730915,26.46,1.6910069177555886,False
2014,1,6398398,Corrientes,5.89170828868197,108600047.49881092,5.89170828868197,0.0,False
2014,2,6464468,Corrientes,5.94526705446853,108733013.01311995,5.94526705446853,0.909053251829306,False
2014,3,6595271,Corrientes,5.98628267191169,110173063.34272772,5.986282671911691,0.689886880898527,False
2014,4,6598496,Corrientes,6.17465506597043,106864204.2268147,6.17465506597043,3.1467340314984327,True
2015,1,6737732,Corrientes,7.64256876399628,88160567.57959554,7.642568763996279,23.77320971524015,True
2015,2,6816188,Corrientes,7.79082336835569,87489956.80848822,7.79082336835569,1.9398530642972922,False
2015,3,6935068,Corrientes,7.92519113592012,87506633.98599324,7.92519113592012,1.724692772656078,False
2015,4,6984831,Corrientes,7.95036315669479,87855496.18721831,7.95036315669479,0.3176203619945417,False
2016,1,6907356,Corrientes,7.94060144931573,86987818.79545449,7.94060144931573,-0.12278316331800765,False
2016,2,7130079,Corrientes,8.05303989383131,88538975.26897508,8.05303989383131,1.4159940557811002,False
2016,3,7206950,Corrientes,8.16172673090231,88301780.21904005,8.16172673090231,1.3496373854332333,False
2016,4,7251673,Corrientes,8.11989603111693,89307461.2311569,8.11989603111693,-0.5125226703192265,False
2017,1,7305854,Corrientes,8.14778714678486,89666726.29491688,8.14778714678486,0.34349104423316845,False
2017,2,7429664,Corrientes,8.26516561613311,89891290.0849529,8.26516561613311,1.4406177681576704,False
2017,3,7724943,Corrientes,8.4702126705405,91201287.38759351,8.4702126705405,2.480858387243323,False
2017,4,7870222,Corrientes,8.56226362030962,91917538.9710251,8.56226362030962,1.0867607857034667,False
2018,1,8037053,Corrientes,8.60133260210877,93439625.83227597,8.60133260210877,0.4562926759984043,False
2018,2,8110444,Corrientes,8.90324738534082,91095345.87743604,8.90324738534082,3.5100931122932,True
2018,3,8347035,Corrientes,9.01894817024788,92549983.01836994,9.01894817024788,1.2995346517896467,False
2018,4,8473655,Corrientes,9.10221065708079,93094472.5324301,9.10221065708079,0.9231950917245602,False
2019,1,8648135,Corrientes,9.25199213887151,93473220.36370468,9.25199213887151,1.6455505968124617,False
2019,2,8960181,Corrientes,10.0474590194205,89178577.21719566,10.047459019420499,8.597790277046368,True
2019,3,9164684,Corrientes,10.1340281141787,90434759.96654803,10.1340281141787,0.8616018695958072,False
2019,4,8793181,Corrientes,10.208283637368,86137702.59881948,10.208283637368002,0.7327345291790799,False
2020,1,8812426,Corrientes,10.1981922972643,86411647.70313227,10.1981922972643,-0.09885442511374798,False
2020,2,9031056,Corrientes,10.6131399504817,85093158.50103442,10.6131399504817,4.0688353496600715,True
2020,3,9356199,Corrientes,10.9936136166816,85105765.27633277,10.9936136166816,3.5849302654548554,True
2020,4,9571562,Corrientes,11.1720027347886,85674540.4312785,11.1720027347886,1.6226613407289037,False
2021,1,9647972,Corrientes,11.2341158695361,85881008.45712928,11.2341158695361,0.5559713528719756,False
2021,2,9863084,Corrientes,11.4650645801296,86027286.90332863,11.4650645801296,2.0557800300045947,False
2021,3,10085541,Corrientes,11.8228555121759,85305457.63342276,11.8228555121759,3.1207057713952935,True
2021,4,10489794,Corrientes,11.9831985526209,87537513.07663786,11.983198552620902,1.3562124672831466,False
2022,1,10624009,Corrientes,12.5452812873128,84685299.25067677,12.5452812873128,4.69059018110789,True
2022,2,10958684,Corrientes,12.7321469653836,86070982.60642667,12.7321469653836,1.4895295991472102,False
2022,3,11091128,Corrientes,12.69,87400535.85500395,12.689999999999998,-0.3310279523020987,False
2022,4,11208114,Corrientes,13.6,82412602.94117646,13.600000000000001,7.171000788022086,True
2023,1,11241895,Corrientes,13.71,81997775.34646244,13.71,0.8088235294117618,False
2023,2,11251897,Corrientes,13.79,81594612.03770849,13.79,0.5835156819839371,False
2023,3,11406908,Corrientes,13.9,82064086.33093524,13.900000000000002,0.7976794778825402,False
2023,4,11547661,Corrientes,13.84,83436856.9364162,13.84,-0.4316546762590079,False
2024,1,11633156,Corrientes,13.68,85037690.05847953,13.68,-1.1560693641618491,False
2024,2,11556107,Corrientes,13.53,85410990.3917221,13.530000000000001,-1.0964912280701622,False
2014,1,6398398,Córdoba,16.1251831437494,39679536.92656328,16.1251831437494,0.0,False
2014,2,6464468,Córdoba,16.3654084204053,39500804.58694659,16.3654084204053,1.4897522373196637,False
2014,3,6595271,Córdoba,16.5601374978714,39826185.023208536,16.5601374978714,1.1898821738130394,False
2014,4,6598496,Córdoba,16.6557073313017,39617026.5768251,16.6557073313017,0.5771077289822291,False
2015,1,6737732,Córdoba,16.7936219024859,40120779.41925462,16.7936219024859,0.828031907867488,False
2015,2,6816188,Córdoba,17.1065201027829,39845555.72404897,17.1065201027829,1.8631966475955997,False
2015,3,6935068,Córdoba,17.4307349890253,39786434.73362679,17.4307349890253,1.8952708341286595,False
2015,4,6984831,Córdoba,17.4691679941471,39983764.552153885,17.4691679941471,0.22048987117293528,False
2016,1,6907356,Córdoba,16.9726662396085,40696941.20232301,16.972666239608504,-2.842160283219808,False
2016,2,7130079,Córdoba,17.6203480143202,40465029.37515949,17.6203480143202,3.8160284634610075,True
2016,3,7206950,Córdoba,17.7855048043124,40521481.28093925,17.7855048043124,0.9373071965319557,False
2016,4,7251673,Córdoba,17.5712914597652,41270005.773934744,17.5712914597652,-1.2044265648015862,False
2017,1,7305854,Córdoba,17.6522425706022,41387681.881094635,17.6522425706022,0.4607009736442125,False
2017,2,7429664,Córdoba,18.0566153106088,41146493.25023196,18.056615310608798,2.2907726221711444,False
2017,3,7724943,Córdoba,19.0769539156083,40493587.36291563,19.0769539156083,5.650774452729368,True
2017,4,7870222,Córdoba,19.3908577867931,40587281.31852075,19.3908577867931,1.6454611809276765,False
2018,1,8037053,Córdoba,19.4473810733398,41327173.92481144,19.4473810733398,0.29149451338452703,False
2018,2,8110444,Córdoba,19.373198551696,41864248.58217324,19.373198551696,-0.3814525018255299,False
2018,3,8347035,Córdoba,19.6691574967699,42437176.078186184,19.6691574967699,1.5276720789504816,False
2018,4,8473655,Córdoba,19.9284311751423,42520431.86705837,19.928431175142297,1.3181737876417854,False
2019,1,8648135,Córdoba,20.0595276926967,43112356.04589346,20.0595276926967,0.6578366174549988,False
2019,2,8960181,Córdoba,20.8416372422382,42991732.82721314,20.8416372422382,3.898942993688981,True
2019,3,9164684,Córdoba,21.0007817769535,43639727.784121975,21.0007817769535,0.7635894093424245,False
2019,4,8793181,Córdoba,21.5794971664284,40747849.36916744,21.5794971664284,2.75568498173715,False
2020,1,8812426,Córdoba,21.6423266904036,40718477.85158658,21.6423266904036,0.29115379051993795,False
2020,2,9031056,Córdoba,22.2626297682841,40565989.25642589,22.2626297682841,2.866157076149989,False
2020,3,9356199,Córdoba,23.0297083535099,40626649.96178315,23.029708353509896,3.445588383806286,True
2020,4,9571562,Córdoba,23.904978675681,40040035.717485644,23.904978675681,3.800614010110581,True
2021,1,9647972,Córdoba,24.0613716456615,40097348.32278202,24.061371645661502,0.6542276071536568,False
2021,2,9863084,Córdoba,24.5284062912537,40210863.61210905,24.5284062912537,1.941014221757409,False
2021,3,10085541,Córdoba,24.8859576286757,40527035.97139693,24.8859576286757,1.4577030940224445,False
